Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,M
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Z
Y,Y
Z,Z
A,R
B,R
C,C
D,D
E,R
F,F
G,R
H,N
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,R
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,G
H,M
I,I
J,S
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,W
H,H
I,I
J,J
K,R
L,E
M,M
N,G
O,D
P,R
Q,Q
R,F
S,S
T,T
U,W
V,V
W,M
X,A
Y,P
Z,Z
