Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,A
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,V
Z,Z
A,A
B,D
C,C
D,D
E,R
F,F
G,G
H,H
I,F
J,I
K,K
L,W
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,F
U,U
V,V
W,W
X,R
Y,P
Z,K
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,X
U,U
V,V
W,W
X,X
Y,M
Z,Z
A,A
B,B
C,C
D,P
E,E
F,F
G,G
H,H
I,I
J,V
K,K
L,L
M,M
N,S
O,O
P,P
Q,Q
R,R
S,S
T,F
U,U
V,A
W,W
X,X
Y,I
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,F
G,W
H,A
I,I
J,S
K,A
L,L
M,M
N,M
O,D
P,P
Q,Q
R,R
S,S
T,F
U,D
V,U
W,R
X,X
Y,P
Z,Z
