Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,T
L,L
M,M
N,N
O,F
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,R
E,E
F,F
G,N
H,H
I,J
J,J
K,K
L,K
M,M
N,N
O,Q
P,R
Q,Q
R,R
S,J
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,D
A,A
B,B
C,L
D,D
E,L
F,F
G,C
H,H
I,S
J,J
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,S
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,R
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,Z
E,Z
F,A
G,G
H,A
I,T
J,J
K,A
L,E
M,M
N,N
O,D
P,J
Q,Q
R,A
S,S
T,T
U,B
V,U
W,G
X,A
Y,S
Z,Z
