Rotulo_Real,Classe_Predita
A,A
B,D
C,L
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,L
L,L
M,M
N,N
O,T
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,P
E,R
F,F
G,G
H,M
I,J
J,J
K,K
L,K
M,M
N,N
O,R
P,P
Q,Q
R,R
S,W
T,T
U,U
V,V
W,W
X,K
Y,Z
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,G
D,C
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,M
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,F
G,G
H,N
I,I
J,J
K,F
L,L
M,A
N,N
O,G
P,P
Q,Q
R,A
S,S
T,T
U,J
V,V
W,M
X,A
Y,Y
Z,J
