Rotulo_Real,Classe_Predita
A,A
B,S
C,C
D,B
E,F
F,F
G,G
H,H
I,I
J,J
K,K
L,K
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,G
C,C
D,R
E,J
F,F
G,Q
H,H
I,W
J,J
K,X
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,F
S,S
T,Z
U,V
V,V
W,W
X,V
Y,Z
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,L
H,H
I,I
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,J
C,C
D,P
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,S
N,X
O,O
P,J
Q,Q
R,R
S,N
T,T
U,U
V,Y
W,J
X,X
Y,Y
Z,I
A,B
B,A
C,Z
D,D
E,R
F,F
G,G
H,K
I,I
J,J
K,M
L,L
M,R
N,Q
O,O
P,R
Q,Q
R,P
S,S
T,T
U,U
V,H
W,S
X,A
Y,Y
Z,Z
