Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,F
A,A
B,K
C,Q
D,D
E,C
F,F
G,G
H,D
I,I
J,J
K,K
L,K
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,Z
Z,X
A,A
B,B
C,L
D,D
E,L
F,F
G,C
H,M
I,I
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,R
Y,Y
Z,Z
A,A
B,B
C,C
D,C
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,X
O,Q
P,P
Q,Q
R,R
S,S
T,I
U,U
V,Y
W,A
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,A
G,A
H,A
I,T
J,J
K,M
L,L
M,R
N,N
O,A
P,P
Q,Q
R,A
S,S
T,T
U,L
V,V
W,Q
X,A
Y,S
Z,Z
