Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,F
A,R
B,J
C,C
D,O
E,R
F,F
G,F
H,H
I,J
J,J
K,K
L,W
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,P
V,V
W,W
X,K
Y,Z
Z,T
A,A
B,B
C,C
D,D
E,F
F,F
G,K
H,H
I,I
J,I
K,K
L,F
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,S
B,B
C,Z
D,D
E,E
F,F
G,W
H,W
I,I
J,J
K,R
L,E
M,W
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,W
V,U
W,M
X,A
Y,V
Z,Z
