Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,Y
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,B
C,C
D,D
E,I
F,F
G,R
H,M
I,J
J,J
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,L
D,D
E,F
F,F
G,L
H,H
I,J
J,J
K,A
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,V
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,A
O,G
P,P
Q,Q
R,R
S,S
T,I
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,G
H,L
I,I
J,J
K,H
L,I
M,M
N,K
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,E
X,A
Y,P
Z,M
