Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,O
B,C
C,Q
D,O
E,C
F,Z
G,G
H,P
I,J
J,J
K,K
L,L
M,M
N,M
O,R
P,P
Q,Q
R,P
S,S
T,I
U,U
V,V
W,W
X,X
Y,F
Z,Z
A,A
B,B
C,C
D,D
E,E
F,G
G,G
H,R
I,T
J,J
K,A
L,E
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,S
U,U
V,P
W,W
X,R
Y,Y
Z,Z
A,A
B,T
C,C
D,D
E,Z
F,T
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,U
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,K
Y,Y
Z,Z
A,N
B,B
C,C
D,O
E,E
F,F
G,G
H,R
I,I
J,J
K,X
L,T
M,I
N,N
O,D
P,P
Q,Q
R,A
S,S
T,T
U,U
V,U
W,L
X,A
Y,Y
Z,Z
