Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,W
A,W
B,B
B,T
B,C
B,B
B,R
C,X
C,Z
C,K
C,Z
C,U
D,K
D,T
D,I
D,I
D,A
E,K
E,F
E,Z
E,E
E,Z
F,R
F,G
F,E
F,C
F,F
G,A
G,A
G,A
G,X
G,G
H,A
H,A
H,V
H,R
H,K
I,Z
I,T
I,Z
I,I
I,Y
J,J
J,W
J,K
J,A
J,D
K,A
K,A
K,V
K,H
K,G
L,C
L,T
L,Z
L,E
L,I
M,E
M,W
M,A
M,A
M,N
N,C
N,G
N,G
N,N
N,N
O,C
O,W
O,W
O,G
O,G
P,F
P,B
P,P
P,H
P,K
Q,Q
Q,N
Q,O
Q,C
Q,Q
R,H
R,H
R,E
R,P
R,H
S,Y
S,J
S,G
S,G
S,G
T,S
T,T
T,I
T,T
T,E
U,Q
U,C
U,V
U,Q
U,U
V,V
V,D
V,V
V,M
V,L
W,R
W,G
W,L
W,L
W,A
X,X
X,P
X,A
X,X
X,A
Y,V
Y,T
Y,Y
Y,T
Y,V
Z,Z
Z,W
Z,M
Z,W
Z,Z
