Rotulo_Real,Classe_Predita
A,G
A,W
A,B
A,R
A,G
B,R
B,S
B,O
B,E
B,P
C,U
C,W
C,W
C,X
C,X
D,O
D,P
D,B
D,O
D,A
E,R
E,K
E,E
E,E
E,R
F,R
F,P
F,K
F,F
F,F
G,Q
G,J
G,Z
G,A
G,G
H,G
H,Z
H,R
H,K
H,Z
I,T
I,J
I,H
I,I
I,F
J,J
J,W
J,F
J,J
J,J
K,R
K,E
K,R
K,R
K,H
L,P
L,I
L,A
L,L
L,C
M,W
M,M
M,W
M,W
M,A
N,Q
N,G
N,E
N,H
N,B
O,W
O,Z
O,G
O,G
O,R
P,R
P,C
P,P
P,E
P,W
Q,Q
Q,I
Q,V
Q,Q
Q,W
R,E
R,R
R,F
R,R
R,F
S,S
S,E
S,G
S,H
S,S
T,F
T,P
T,K
T,J
T,K
U,Z
U,W
U,M
U,Q
U,Q
V,M
V,O
V,M
V,M
V,V
W,Z
W,W
W,Z
W,P
W,W
X,A
X,K
X,N
X,A
X,J
Y,T
Y,S
Y,T
Y,P
Y,P
Z,C
Z,P
Z,P
Z,G
Z,D
