Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,F
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,R
E,R
F,F
G,R
H,H
I,F
J,J
K,K
L,I
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,K
Y,Y
Z,R
A,A
B,B
C,C
D,D
E,E
F,F
G,B
H,M
I,I
J,J
K,E
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,J
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,V
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,X
Z,Z
A,N
B,B
C,Z
D,D
E,R
F,F
G,G
H,A
I,I
J,J
K,H
L,S
M,J
N,N
O,D
P,P
Q,Q
R,R
S,N
T,T
U,D
V,V
W,K
X,N
Y,F
Z,D
