Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,Z
E,F
F,F
G,G
H,H
I,J
J,J
K,K
L,E
M,M
N,N
O,O
P,P
Q,C
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,B
C,C
D,R
E,K
F,F
G,R
H,D
I,F
J,J
K,K
L,A
M,M
N,M
O,O
P,P
Q,R
R,R
S,S
T,R
U,U
V,V
W,W
X,K
Y,Z
Z,T
A,A
B,B
C,C
D,D
E,F
F,F
G,G
H,H
I,J
J,J
K,K
L,J
M,M
N,N
O,D
P,P
Q,O
R,R
S,S
T,I
U,G
V,V
W,W
X,R
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,Y
M,M
N,S
O,O
P,P
Q,V
R,R
S,S
T,I
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,Z
F,F
G,A
H,A
I,J
J,J
K,M
L,E
M,P
N,N
O,C
P,P
Q,R
R,R
S,S
T,F
U,W
V,V
W,K
X,A
Y,T
Z,Z
