Rotulo_Real,Classe_Predita
A,X
A,W
A,H
A,A
A,G
B,S
B,S
B,M
B,B
B,D
C,X
C,Z
C,W
C,X
C,W
D,P
D,D
D,P
D,Z
D,L
E,W
E,F
E,E
E,E
E,E
F,K
F,F
F,F
F,P
F,F
G,A
G,F
G,W
G,W
G,G
H,A
H,H
H,D
H,H
H,D
I,P
I,Z
I,I
I,G
I,F
J,Z
J,P
J,A
J,D
J,V
K,K
K,L
K,K
K,K
K,A
L,W
L,S
L,W
L,W
L,I
M,E
M,M
M,D
M,M
M,M
N,X
N,M
N,W
N,M
N,M
O,D
O,W
O,D
O,D
O,D
P,A
P,P
P,P
P,R
P,R
Q,Q
Q,G
Q,Q
Q,Q
Q,Q
R,E
R,R
R,W
R,R
R,P
S,S
S,R
S,S
S,S
S,S
T,G
T,F
T,X
T,A
T,K
U,L
U,D
U,Q
U,Q
U,Q
V,B
V,P
V,D
V,D
V,V
W,M
W,X
W,E
W,M
W,Z
X,N
X,P
X,X
X,X
X,A
Y,V
Y,P
Y,V
Y,P
Y,P
Z,Z
Z,Z
Z,Z
Z,B
Z,Z
