Rotulo_Real,Classe_Predita
A,A
B,S
C,Z
D,O
E,E
F,F
G,G
H,H
I,I
J,A
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,P
D,D
E,E
F,F
G,R
H,H
I,A
J,B
K,R
L,L
M,M
N,M
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,E
Z,T
A,K
B,B
C,K
D,D
E,E
F,F
G,G
H,M
I,I
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,L
U,U
V,Y
W,W
X,K
Y,Y
Z,Z
A,A
B,G
C,K
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,V
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,R
C,Z
D,O
E,E
F,F
G,G
H,K
I,I
J,Z
K,M
L,L
M,M
N,N
O,D
P,A
Q,Q
R,R
S,S
T,L
U,O
V,V
W,M
X,X
Y,Y
Z,Z
