Rotulo_Real,Classe_Predita
A,A
B,R
C,Z
D,D
E,E
F,F
G,G
H,H
I,T
J,I
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,Q
C,C
D,D
E,R
F,F
G,R
H,M
I,X
J,J
K,K
L,W
M,M
N,N
O,O
P,P
Q,Q
R,R
S,N
T,T
U,V
V,V
W,W
X,K
Y,Y
Z,R
A,A
B,B
C,C
D,D
E,E
F,F
G,A
H,H
I,T
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,J
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,N
T,I
U,U
V,V
W,V
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,G
H,N
I,E
J,J
K,X
L,L
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,L
V,M
W,H
X,A
Y,Y
Z,Z
