Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,R
E,C
F,F
G,Q
H,M
I,A
J,Z
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,K
Y,Z
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,E
H,H
I,J
J,T
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,G
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,O
E,E
F,P
G,W
H,Q
I,I
J,J
K,M
L,I
M,M
N,N
O,D
P,F
Q,Q
R,R
S,S
T,T
U,L
V,L
W,L
X,R
Y,T
Z,Z
