Rotulo_Real,Classe_Predita
A,A
B,R
C,E
D,D
E,E
F,P
G,G
H,H
I,J
J,J
K,C
L,L
M,V
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,D
E,R
F,F
G,O
H,N
I,J
J,J
K,K
L,C
M,M
N,N
O,O
P,P
Q,O
R,R
S,J
T,T
U,D
V,V
W,W
X,C
Y,T
Z,Z
A,A
B,B
C,C
D,R
E,L
F,F
G,G
H,H
I,T
J,J
K,E
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,D
Y,Y
Z,Z
A,X
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,H
N,P
O,O
P,P
Q,Q
R,R
S,G
T,Y
U,U
V,V
W,A
X,K
Y,Y
Z,Z
A,W
B,B
C,I
D,I
E,E
F,P
G,G
H,A
I,T
J,J
K,H
L,L
M,P
N,G
O,G
P,P
Q,C
R,R
S,G
T,T
U,U
V,Y
W,A
X,A
Y,T
Z,W
