Rotulo_Real,Classe_Predita
A,W
A,H
A,H
A,A
A,X
B,S
B,S
B,P
B,B
B,P
C,H
C,Z
C,K
C,Z
C,L
D,O
D,V
D,D
D,T
D,L
E,Z
E,Z
E,Z
E,P
E,Z
F,A
F,F
F,E
F,F
F,E
G,A
G,A
G,J
G,A
G,G
H,J
H,W
H,Q
H,A
H,J
I,C
I,C
I,S
I,I
I,E
J,J
J,J
J,J
J,J
J,J
K,E
K,B
K,A
K,H
K,A
L,S
L,I
L,I
L,I
L,I
M,G
M,S
M,I
M,B
M,M
N,O
N,H
N,H
N,T
N,N
O,O
O,H
O,O
O,G
O,O
P,Y
P,R
P,V
P,F
P,P
Q,Q
Q,G
Q,R
Q,T
Q,G
R,X
R,A
R,E
R,A
R,A
S,S
S,H
S,G
S,S
S,S
T,S
T,C
T,S
T,W
T,S
U,L
U,O
U,Q
U,H
U,Q
V,V
V,N
V,Q
V,P
V,V
W,O
W,I
W,L
W,I
W,Z
X,X
X,T
X,N
X,A
X,A
Y,C
Y,I
Y,T
Y,V
Y,V
Z,P
Z,Z
Z,X
Z,Z
Z,X
