Rotulo_Real,Classe_Predita
A,J
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,Q
D,D
E,R
F,F
G,Q
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,R
Y,Z
Z,Z
A,G
B,B
C,C
D,D
E,F
F,F
G,E
H,H
I,T
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,Z
F,F
G,W
H,H
I,T
J,J
K,H
L,L
M,J
N,K
O,C
P,P
Q,Q
R,R
S,S
T,T
U,H
V,H
W,X
X,R
Y,T
Z,Z
