Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,D
C,Q
D,D
E,E
F,F
G,G
H,H
I,Z
J,Z
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,F
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,X
L,E
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,O
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,I
M,B
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,P
X,X
Y,X
Z,Z
A,O
B,B
C,Z
D,D
E,E
F,F
G,K
H,H
I,I
J,J
K,X
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,R
X,X
Y,P
Z,E
