Rotulo_Real,Classe_Predita
A,A
A,A
A,H
A,W
A,W
B,N
B,J
B,P
B,B
B,D
C,K
C,Z
C,W
C,Z
C,D
D,O
D,Q
D,D
D,P
D,L
E,B
E,F
E,F
E,R
E,R
F,A
F,F
F,F
F,F
F,F
G,G
G,W
G,W
G,W
G,K
H,W
H,P
H,M
H,A
H,A
I,T
I,Z
I,M
I,J
I,T
J,J
J,J
J,A
J,J
J,J
K,F
K,R
K,F
K,H
K,K
L,T
L,S
L,L
L,E
L,I
M,M
M,W
M,M
M,M
M,R
N,C
N,L
N,M
N,M
N,N
O,G
O,W
O,S
O,G
O,X
P,P
P,P
P,P
P,R
P,R
Q,Q
Q,Q
Q,U
Q,Q
Q,R
R,R
R,R
R,E
R,R
R,A
S,S
S,K
S,S
S,M
S,B
T,R
T,F
T,S
T,M
T,M
U,L
U,O
U,M
U,I
U,Q
V,B
V,M
V,M
V,P
V,V
W,R
W,Q
W,L
W,D
W,X
X,K
X,M
X,X
X,H
X,J
Y,Q
Y,V
Y,V
Y,M
Y,P
Z,Z
Z,C
Z,Z
Z,J
Z,Z
