Rotulo_Real,Classe_Predita
A,N
A,R
A,D
A,A
A,Z
B,S
B,B
B,O
B,B
B,P
C,L
C,J
C,W
C,Z
C,Z
D,O
D,Z
D,D
D,Z
D,Z
E,R
E,F
E,Z
E,R
E,P
F,F
F,F
F,P
F,F
F,F
G,W
G,J
G,G
G,G
G,G
H,G
H,A
H,N
H,H
H,G
I,T
I,J
I,H
I,G
I,F
J,D
J,J
J,Z
J,J
J,D
K,N
K,A
K,W
K,A
K,G
L,X
L,O
L,W
L,E
L,J
M,B
M,M
M,B
M,M
M,B
N,U
N,H
N,N
N,M
N,N
O,O
O,G
O,G
O,D
O,G
P,F
P,R
P,P
P,F
P,P
Q,J
Q,N
Q,Q
Q,G
Q,Q
R,R
R,R
R,N
R,R
R,A
S,S
S,N
S,Z
S,S
S,N
T,F
T,C
T,O
T,C
T,R
U,D
U,O
U,M
U,Q
U,Q
V,B
V,P
V,B
V,P
V,E
W,R
W,K
W,K
W,B
W,K
X,K
X,H
X,V
X,H
X,A
Y,U
Y,P
Y,Y
Y,V
Y,P
Z,Z
Z,Z
Z,Z
Z,B
Z,Z
