Rotulo_Real,Classe_Predita
A,A
B,B
C,J
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,G
D,R
E,K
F,F
G,R
H,H
I,F
J,J
K,K
L,L
M,M
N,M
O,D
P,P
Q,Q
R,R
S,S
T,P
U,V
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,R
C,E
D,D
E,E
F,F
G,G
H,B
I,Z
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,V
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,X
O,G
P,P
Q,Q
R,R
S,S
T,Y
U,U
V,Y
W,W
X,X
Y,T
Z,Z
A,D
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,Z
J,J
K,K
L,L
M,P
N,K
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,U
W,A
X,A
Y,T
Z,Z
