Rotulo_Real,Classe_Predita
A,A
B,J
C,D
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,A
C,C
D,O
E,E
F,F
G,S
H,M
I,J
J,F
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,F
Y,T
Z,Z
A,A
B,R
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,H
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,R
N,X
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,A
C,Z
D,D
E,E
F,F
G,B
H,W
I,J
J,J
K,R
L,L
M,A
N,N
O,G
P,F
Q,Q
R,R
S,S
T,T
U,L
V,U
W,L
X,X
Y,R
Z,Z
