Rotulo_Real,Classe_Predita
A,W
A,A
A,A
A,M
A,W
B,A
B,B
B,O
B,B
B,D
C,K
C,T
C,W
C,X
C,L
D,O
D,Z
D,P
D,Z
D,H
E,F
E,F
E,E
E,E
E,Z
F,R
F,F
F,Z
F,E
F,F
G,G
G,W
G,W
G,W
G,G
H,A
H,A
H,M
H,D
H,D
I,T
I,Z
I,T
I,I
I,T
J,Z
J,F
J,M
J,M
J,V
K,K
K,R
K,K
K,A
K,K
L,X
L,W
L,W
L,E
L,L
M,B
M,M
M,W
M,M
M,Q
N,Q
N,M
N,K
N,Y
N,N
O,Q
O,W
O,D
O,G
O,W
P,R
P,R
P,P
P,R
P,P
Q,Q
Q,N
Q,O
Q,T
Q,Q
R,R
R,V
R,S
R,R
R,F
S,F
S,N
S,S
S,S
S,G
T,S
T,P
T,K
T,I
T,K
U,W
U,W
U,M
U,W
U,Q
V,V
V,D
V,V
V,P
V,S
W,M
W,G
W,K
W,Z
W,W
X,N
X,A
X,A
X,A
X,R
Y,K
Y,Y
Y,Y
Y,P
Y,T
Z,Z
Z,Z
Z,Z
Z,Z
Z,Z
