Rotulo_Real,Classe_Predita
A,W
A,K
A,H
A,A
A,S
B,S
B,R
B,G
B,W
B,D
C,Z
C,K
C,H
C,B
C,H
D,O
D,L
D,D
D,S
D,L
E,B
E,W
E,P
E,M
E,E
F,A
F,F
F,P
F,J
F,F
G,G
G,A
G,F
G,G
G,G
H,G
H,G
H,W
H,N
H,W
I,Y
I,Y
I,J
I,I
I,E
J,J
J,J
J,J
J,J
J,J
K,K
K,X
K,M
K,X
K,K
L,E
L,W
L,I
L,I
L,I
M,E
M,M
M,B
M,J
M,A
N,K
N,H
N,K
N,H
N,N
O,D
O,K
O,G
O,W
O,N
P,F
P,X
P,P
P,R
P,J
Q,Q
Q,D
Q,Q
Q,Q
Q,Q
R,K
R,K
R,K
R,R
R,G
S,G
S,A
S,S
S,E
S,S
T,G
T,P
T,T
T,A
T,K
U,W
U,U
U,U
U,W
U,U
V,L
V,W
V,B
V,V
V,L
W,R
W,X
W,E
W,P
W,W
X,X
X,X
X,N
X,J
X,X
Y,V
Y,V
Y,B
Y,V
Y,P
Z,C
Z,E
Z,Z
Z,M
Z,E
