Rotulo_Real,Classe_Predita
A,W
A,H
A,M
A,W
A,G
B,A
B,S
B,G
B,B
B,D
C,Z
C,Z
C,W
C,Z
C,U
D,B
D,D
D,D
D,D
D,L
E,B
E,F
E,E
E,R
E,E
F,K
F,F
F,P
F,C
F,F
G,J
G,W
G,A
G,W
G,S
H,L
H,D
H,M
H,A
H,D
I,J
I,O
I,T
I,J
I,Y
J,J
J,V
J,C
J,J
J,J
K,Z
K,H
K,W
K,H
K,M
L,R
L,E
L,E
L,I
L,Z
M,R
M,O
M,W
M,B
M,W
N,G
N,N
N,M
N,O
N,M
O,O
O,W
O,G
O,D
O,N
P,R
P,R
P,R
P,A
P,W
Q,Q
Q,Q
Q,Q
Q,V
Q,Q
R,X
R,A
R,X
R,R
R,W
S,S
S,S
S,S
S,Y
S,S
T,S
T,H
T,Y
T,J
T,H
U,L
U,O
U,M
U,M
U,Q
V,L
V,D
V,V
V,P
V,V
W,D
W,M
W,L
W,M
W,R
X,X
X,H
X,N
X,A
X,H
Y,V
Y,P
Y,V
Y,P
Y,M
Z,Z
Z,E
Z,Z
Z,L
Z,D
