Rotulo_Real,Classe_Predita
A,A
B,R
C,O
D,D
E,E
F,F
G,G
H,H
I,Y
J,J
K,L
L,I
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,O
D,Q
E,A
F,F
G,Q
H,K
I,J
J,X
K,K
L,K
M,M
N,R
O,Q
P,P
Q,Q
R,R
S,A
T,Z
U,R
V,P
W,W
X,P
Y,Z
Z,A
A,R
B,R
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,W
T,I
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,X
B,I
C,O
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,A
X,X
Y,Y
Z,Z
A,A
B,R
C,Z
D,D
E,E
F,F
G,A
H,N
I,L
J,J
K,X
L,I
M,W
N,H
O,C
P,R
Q,Q
R,F
S,S
T,T
U,S
V,V
W,J
X,A
Y,V
Z,Z
