Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,R
G,G
H,H
I,I
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,B
B,R
C,C
D,Q
E,C
F,F
G,G
H,M
I,F
J,J
K,K
L,K
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,Q
V,V
W,W
X,K
Y,Y
Z,C
A,A
B,B
C,C
D,B
E,L
F,F
G,C
H,H
I,I
J,I
K,R
L,W
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,I
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,W
I,I
J,J
K,R
L,S
M,O
N,N
O,G
P,R
Q,R
R,R
S,S
T,F
U,W
V,M
W,W
X,X
Y,F
Z,Z
