Rotulo_Real,Classe_Predita
A,A
B,B
C,J
D,D
E,F
F,F
G,G
H,H
I,J
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,Y
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,D
C,Q
D,B
E,S
F,E
G,B
H,N
I,I
J,Z
K,K
L,L
M,M
N,N
O,Q
P,R
Q,Q
R,R
S,S
T,Z
U,M
V,V
W,W
X,K
Y,P
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,R
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,T
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,D
P,P
Q,W
R,R
S,S
T,T
U,U
V,Y
W,H
X,X
Y,T
Z,Z
A,W
B,B
C,L
D,D
E,E
F,F
G,G
H,W
I,I
J,J
K,R
L,G
M,J
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,U
W,R
X,A
Y,T
Z,R
