Rotulo_Real,Classe_Predita
A,W
A,H
A,H
A,R
A,Q
B,B
B,S
B,R
B,S
B,D
C,L
C,C
C,Z
C,E
C,L
D,Z
D,P
D,O
D,D
D,G
E,J
E,G
E,E
E,W
E,E
F,R
F,P
F,E
F,Z
F,F
G,A
G,A
G,A
G,W
G,R
H,W
H,M
H,A
H,K
H,W
I,T
I,J
I,T
I,I
I,Y
J,J
J,J
J,J
J,J
J,T
K,R
K,F
K,K
K,F
K,Y
L,S
L,E
L,I
L,I
L,C
M,R
M,W
M,W
M,R
M,N
N,Q
N,M
N,W
N,H
N,M
O,S
O,D
O,G
O,W
O,W
P,R
P,W
P,R
P,R
P,R
Q,I
Q,R
Q,T
Q,Q
Q,Q
R,W
R,F
R,F
R,R
R,A
S,S
S,H
S,S
S,S
S,S
T,F
T,F
T,F
T,C
T,R
U,L
U,O
U,Q
U,L
U,Q
V,V
V,O
V,M
V,M
V,V
W,M
W,M
W,L
W,Z
W,R
X,K
X,A
X,F
X,A
X,Z
Y,U
Y,A
Y,T
Y,P
Y,S
Z,C
Z,P
Z,Z
Z,W
Z,B
