Rotulo_Real,Classe_Predita
A,A
B,B
C,E
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,L
L,I
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,A
B,C
C,C
D,Q
E,E
F,F
G,G
H,H
I,E
J,J
K,X
L,L
M,M
N,N
O,Q
P,P
Q,G
R,R
S,S
T,T
U,M
V,V
W,W
X,T
Y,E
Z,Z
A,G
B,B
C,C
D,D
E,L
F,F
G,F
H,H
I,I
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,G
R,B
S,S
T,I
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,X
B,O
C,C
D,V
E,E
F,F
G,G
H,H
I,I
J,J
K,S
L,L
M,N
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,I
J,J
K,R
L,I
M,M
N,N
O,D
P,F
Q,Q
R,R
S,S
T,T
U,S
V,U
W,W
X,J
Y,Y
Z,Z
