Rotulo_Real,Classe_Predita
A,A
B,G
C,L
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,Z
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,B
C,Q
D,M
E,R
F,F
G,G
H,M
I,J
J,J
K,K
L,R
M,M
N,N
O,O
P,P
Q,O
R,R
S,A
T,T
U,V
V,V
W,W
X,K
Y,E
Z,Z
A,A
B,B
C,K
D,D
E,E
F,F
G,C
H,R
I,I
J,T
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,H
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,J
A,A
B,S
C,C
D,B
E,L
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,P
X,X
Y,X
Z,I
A,A
B,S
C,L
D,O
E,E
F,F
G,A
H,A
I,I
J,J
K,A
L,S
M,M
N,N
O,G
P,F
Q,Q
R,A
S,J
T,T
U,U
V,P
W,A
X,A
Y,Y
Z,L
