Rotulo_Real,Classe_Predita
A,H
A,A
A,H
A,M
A,N
B,G
B,T
B,O
B,B
B,B
C,L
C,Z
C,A
C,X
C,V
D,O
D,Z
D,D
D,Z
D,M
E,K
E,T
E,R
E,P
E,E
F,K
F,F
F,Z
F,E
F,F
G,F
G,W
G,B
G,N
G,E
H,N
H,W
H,R
H,W
H,D
I,C
I,Z
I,Y
I,J
I,E
J,J
J,J
J,X
J,A
J,K
K,K
K,A
K,M
K,V
K,H
L,J
L,G
L,E
L,I
L,I
M,S
M,M
M,W
M,M
M,W
N,M
N,M
N,X
N,M
N,N
O,K
O,W
O,G
O,S
O,F
P,F
P,E
P,B
P,F
P,P
Q,Q
Q,G
Q,Q
Q,Q
Q,Q
R,R
R,B
R,R
R,D
R,A
S,S
S,H
S,S
S,X
S,S
T,S
T,P
T,S
T,C
T,F
U,I
U,O
U,M
U,W
U,Q
V,B
V,M
V,V
V,M
V,V
W,R
W,A
W,W
W,B
W,A
X,W
X,H
X,W
X,A
X,H
Y,C
Y,Y
Y,V
Y,P
Y,Z
Z,Z
Z,Z
Z,Z
Z,M
Z,Z
