Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,P
G,G
H,H
I,Z
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,D
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,A
C,Q
D,Q
E,R
F,P
G,G
H,H
I,I
J,J
K,K
L,K
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,G
T,T
U,K
V,V
W,W
X,K
Y,Z
Z,Z
A,A
B,R
C,L
D,D
E,E
F,E
G,L
H,H
I,I
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,H
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,G
C,O
D,B
E,E
F,P
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,H
P,P
Q,Q
R,R
S,S
T,T
U,H
V,Y
W,A
X,X
Y,X
Z,Z
A,H
B,B
C,Z
D,Z
E,E
F,A
G,G
H,W
I,Z
J,J
K,M
L,S
M,R
N,N
O,D
P,R
Q,Q
R,R
S,S
T,T
U,L
V,H
W,Q
X,R
Y,S
Z,Z
