Rotulo_Real,Classe_Predita
A,A
B,S
C,D
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,T
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,J
B,R
C,C
D,R
E,R
F,F
G,R
H,N
I,J
J,J
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,Z
U,U
V,P
W,M
X,K
Y,P
Z,Z
A,A
B,B
C,L
D,D
E,F
F,F
G,E
H,H
I,J
J,S
K,K
L,F
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,F
U,U
V,X
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,Z
D,D
E,E
F,F
G,W
H,D
I,Y
J,J
K,K
L,J
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,J
U,U
V,V
W,Q
X,A
Y,T
Z,Z
