Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,Y
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,I
Z,Z
A,R
B,R
C,C
D,O
E,E
F,F
G,Q
H,H
I,J
J,Z
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,G
T,T
U,V
V,V
W,W
X,T
Y,T
Z,T
A,A
B,B
C,C
D,D
E,E
F,F
G,C
H,H
I,J
J,I
K,R
L,L
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,L
U,U
V,V
W,W
X,K
Y,Y
Z,J
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,X
W,W
X,X
Y,I
Z,J
A,H
B,B
C,Z
D,Z
E,E
F,F
G,W
H,A
I,J
J,J
K,R
L,L
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,L
V,V
W,M
X,X
Y,T
Z,Z
