Rotulo_Real,Classe_Predita
A,X
B,G
C,L
D,B
E,E
F,F
G,G
H,H
I,I
J,I
K,D
L,I
M,M
N,N
O,O
P,P
Q,C
R,R
S,J
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,K
B,R
C,C
D,R
E,R
F,F
G,G
H,M
I,E
J,S
K,R
L,X
M,M
N,H
O,Q
P,P
Q,Q
R,R
S,S
T,R
U,R
V,V
W,W
X,K
Y,T
Z,R
A,A
B,R
C,C
D,D
E,L
F,F
G,C
H,H
I,I
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,S
C,C
D,P
E,E
F,F
G,G
H,H
I,T
J,J
K,Z
L,L
M,M
N,A
O,D
P,Q
Q,Q
R,R
S,G
T,T
U,U
V,Y
W,H
X,K
Y,X
Z,Z
A,N
B,B
C,X
D,D
E,E
F,F
G,G
H,A
I,T
J,J
K,H
L,S
M,R
N,Q
O,G
P,P
Q,Q
R,R
S,S
T,T
U,W
V,U
W,R
X,A
Y,T
Z,Z
