Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,C
P,P
Q,Q
R,R
S,S
T,T
U,U
V,U
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,D
E,R
F,F
G,G
H,P
I,J
J,J
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,B
T,T
U,M
V,Y
W,W
X,X
Y,P
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,K
W,W
X,X
Y,Y
Z,Z
A,A
B,S
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,A
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,I
D,D
E,E
F,R
G,G
H,N
I,I
J,J
K,R
L,S
M,D
N,N
O,D
P,F
Q,Q
R,R
S,S
T,T
U,U
V,U
W,K
X,X
Y,Y
Z,Z
