Rotulo_Real,Classe_Predita
A,A
B,S
C,O
D,D
E,E
F,A
G,G
H,H
I,J
J,J
K,V
L,G
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,D
C,D
D,D
E,E
F,E
G,N
H,D
I,I
J,J
K,X
L,X
M,M
N,M
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,M
Y,Z
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,D
G,B
H,H
I,I
J,J
K,R
L,E
M,M
N,N
O,O
P,P
Q,Q
R,Z
S,S
T,J
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,S
C,O
D,B
E,E
F,V
G,G
H,H
I,I
J,J
K,R
L,I
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,O
E,E
F,A
G,W
H,W
I,I
J,J
K,X
L,I
M,W
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,W
V,V
W,E
X,A
Y,Y
Z,Z
