Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,G
C,C
D,N
E,R
F,F
G,G
H,N
I,J
J,J
K,F
L,L
M,M
N,N
O,O
P,R
Q,O
R,R
S,S
T,T
U,P
V,V
W,W
X,K
Y,F
Z,Z
A,W
B,B
C,C
D,B
E,E
F,F
G,L
H,H
I,I
J,J
K,H
L,E
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,I
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,S
C,C
D,R
E,B
F,T
G,G
H,H
I,T
J,J
K,K
L,L
M,N
N,A
O,O
P,R
Q,J
R,R
S,S
T,Y
U,U
V,Y
W,A
X,X
Y,Y
Z,Z
A,N
B,B
C,Z
D,O
E,E
F,F
G,A
H,X
I,I
J,J
K,E
L,I
M,I
N,N
O,D
P,P
Q,Q
R,A
S,S
T,T
U,L
V,U
W,I
X,A
Y,I
Z,Z
