Rotulo_Real,Classe_Predita
A,A
B,J
C,B
D,Q
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,J
C,K
D,Q
E,C
F,F
G,U
H,B
I,S
J,J
K,K
L,I
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,M
V,V
W,W
X,K
Y,E
Z,Z
A,W
B,B
C,C
D,D
E,F
F,F
G,H
H,M
I,J
J,J
K,K
L,J
M,M
N,N
O,O
P,P
Q,Q
R,H
S,S
T,I
U,O
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,J
E,E
F,F
G,G
H,B
I,S
J,J
K,K
L,L
M,X
N,D
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,Q
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,O
E,C
F,F
G,G
H,W
I,S
J,J
K,K
L,C
M,P
N,I
O,D
P,P
Q,Q
R,R
S,B
T,T
U,D
V,L
W,K
X,R
Y,Y
Z,Z
