Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,R
C,C
D,R
E,R
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,S
K,B
L,E
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,I
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,L
J,J
K,K
L,L
M,M
N,K
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,F
F,F
G,G
H,W
I,Z
J,J
K,A
L,S
M,B
N,N
O,G
P,F
Q,Q
R,R
S,S
T,F
U,W
V,H
W,K
X,A
Y,V
Z,Z
