Rotulo_Real,Classe_Predita
A,A
B,S
C,O
D,D
E,E
F,R
G,G
H,H
I,Y
J,J
K,V
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,B
B,R
C,C
D,R
E,R
F,R
G,R
H,H
I,S
J,J
K,K
L,W
M,M
N,M
O,R
P,P
Q,Q
R,R
S,S
T,T
U,V
V,P
W,W
X,T
Y,P
Z,Z
A,A
B,R
C,C
D,D
E,E
F,R
G,L
H,H
I,I
J,J
K,X
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,T
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,K
Y,Y
Z,Z
A,H
B,B
C,K
D,J
E,E
F,P
G,G
H,N
I,I
J,J
K,X
L,W
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,Q
V,V
W,M
X,A
Y,Y
Z,M
