Rotulo_Real,Classe_Predita
A,A
B,B
C,E
D,D
E,F
F,P
G,G
H,H
I,I
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,A
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,J
A,R
B,J
C,Q
D,P
E,Z
F,F
G,G
H,M
I,J
J,J
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,Z
U,M
V,V
W,W
X,R
Y,Z
Z,Z
A,A
B,B
C,L
D,D
E,E
F,S
G,G
H,H
I,J
J,D
K,K
L,E
M,M
N,N
O,O
P,P
Q,G
R,R
S,S
T,I
U,G
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,G
C,C
D,D
E,K
F,R
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,U
P,V
Q,Q
R,R
S,S
T,T
U,M
V,Y
W,B
X,X
Y,X
Z,Z
A,A
B,B
C,Z
D,J
E,E
F,F
G,G
H,W
I,F
J,J
K,Y
L,E
M,P
N,W
O,D
P,P
Q,Q
R,A
S,S
T,T
U,J
V,U
W,M
X,A
Y,Y
Z,A
