Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,O
E,E
F,F
G,G
H,H
I,J
J,J
K,F
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,P
A,A
B,R
C,C
D,R
E,R
F,F
G,Z
H,H
I,F
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,M
V,V
W,W
X,K
Y,P
Z,A
A,A
B,B
C,C
D,B
E,E
F,F
G,L
H,W
I,I
J,J
K,E
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,K
Y,Y
Z,D
A,A
B,B
C,C
D,J
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,I
A,H
B,B
C,L
D,O
E,E
F,F
G,W
H,A
I,I
J,J
K,R
L,I
M,O
N,Q
O,G
P,R
Q,Q
R,R
S,B
T,T
U,L
V,U
W,W
X,R
Y,T
Z,E
