Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,L
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,G
D,R
E,R
F,F
G,G
H,M
I,F
J,Z
K,X
L,K
M,M
N,M
O,Q
P,P
Q,Q
R,P
S,S
T,P
U,V
V,P
W,W
X,T
Y,Z
Z,Z
A,A
B,R
C,L
D,D
E,F
F,F
G,L
H,H
I,J
J,F
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,Y
U,U
V,M
W,W
X,X
Y,Y
Z,I
A,A
B,S
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,W
M,M
N,X
O,G
P,P
Q,Q
R,J
S,S
T,T
U,U
V,Y
W,R
X,X
Y,T
Z,Z
A,R
B,B
C,K
D,D
E,E
F,F
G,R
H,A
I,J
J,J
K,A
L,L
M,J
N,W
O,G
P,P
Q,Q
R,R
S,S
T,T
U,D
V,B
W,W
X,R
Y,T
Z,Z
