Rotulo_Real,Classe_Predita
A,H
A,A
A,H
A,A
A,N
B,W
B,W
B,N
B,W
B,P
C,K
C,X
C,N
C,K
C,E
D,D
D,Z
D,D
D,I
D,O
E,F
E,F
E,F
E,P
E,E
F,R
F,R
F,P
F,C
F,W
G,G
G,A
G,G
G,W
G,G
H,A
H,H
H,M
H,A
H,X
I,Y
I,I
I,I
I,I
I,Y
J,J
J,J
J,F
J,F
J,P
K,A
K,M
K,A
K,A
K,A
L,I
L,T
L,W
L,S
L,S
M,B
M,M
M,N
M,A
M,M
N,K
N,Q
N,X
N,N
N,N
O,H
O,H
O,G
O,N
O,N
P,J
P,F
P,F
P,F
P,F
Q,Q
Q,G
Q,Q
Q,Q
Q,K
R,R
R,W
R,J
R,H
R,G
S,S
S,G
S,G
S,S
S,G
T,T
T,O
T,S
T,T
T,R
U,Q
U,C
U,D
U,Y
U,X
V,D
V,P
V,P
V,P
V,F
W,M
W,M
W,R
W,X
W,K
X,X
X,P
X,N
X,A
X,J
Y,V
Y,Y
Y,P
Y,J
Y,P
Z,G
Z,S
Z,M
Z,M
Z,D
