Rotulo_Real,Classe_Predita
A,W
A,A
A,H
A,M
A,Q
B,B
B,B
B,T
B,A
B,R
C,X
C,X
C,Z
C,X
C,X
D,O
D,B
D,D
D,O
D,L
E,P
E,F
E,E
E,B
E,E
F,W
F,E
F,R
F,F
F,F
G,W
G,B
G,R
G,X
G,G
H,G
H,B
H,M
H,A
H,W
I,T
I,T
I,H
I,S
I,L
J,J
J,J
J,R
J,J
J,P
K,X
K,A
K,H
K,A
K,K
L,T
L,E
L,I
L,L
L,I
M,T
M,M
M,B
M,M
M,M
N,D
N,L
N,A
N,M
N,M
O,E
O,J
O,A
O,G
O,D
P,P
P,X
P,P
P,R
P,J
Q,V
Q,S
Q,Q
Q,Q
Q,Q
R,R
R,R
R,F
R,R
R,V
S,S
S,A
S,S
S,F
S,S
T,F
T,T
T,S
T,W
T,F
U,K
U,D
U,M
U,X
U,Q
V,V
V,J
V,H
V,M
V,V
W,R
W,K
W,L
W,B
W,M
X,N
X,M
X,H
X,S
X,F
Y,G
Y,T
Y,F
Y,P
Y,P
Z,Z
Z,Z
Z,Z
Z,O
Z,D
