Rotulo_Real,Classe_Predita
A,W
A,G
A,H
A,A
A,Z
B,S
B,Z
B,O
B,I
B,D
C,X
C,M
C,O
C,X
C,R
D,O
D,J
D,J
D,O
D,G
E,L
E,S
E,C
E,R
E,R
F,R
F,F
F,H
F,F
F,A
G,J
G,J
G,W
G,J
G,J
H,G
H,J
H,M
H,A
H,A
I,J
I,O
I,Y
I,J
I,E
J,J
J,J
J,Z
J,X
J,J
K,K
K,Z
K,K
K,K
K,K
L,Y
L,X
L,K
L,C
L,I
M,Z
M,M
M,Z
M,Z
M,M
N,I
N,C
N,N
N,H
N,N
O,B
O,W
O,O
O,G
O,D
P,P
P,R
P,P
P,P
P,O
Q,A
Q,U
Q,Q
Q,K
Q,Q
R,A
R,J
R,K
R,R
R,A
S,B
S,L
S,E
S,E
S,B
T,F
T,F
T,C
T,T
T,R
U,D
U,W
U,M
U,Q
U,Q
V,B
V,D
V,U
V,U
V,E
W,J
W,G
W,M
W,M
W,Q
X,N
X,R
X,T
X,A
X,A
Y,V
Y,P
Y,P
Y,P
Y,P
Z,Z
Z,B
Z,Z
Z,Z
Z,S
