Rotulo_Real,Classe_Predita
A,A
B,R
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,O
C,C
D,Q
E,K
F,F
G,U
H,H
I,J
J,J
K,K
L,K
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,L
D,B
E,L
F,F
G,L
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,B
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,W
A,A
B,B
C,C
D,P
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,K
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,A
X,X
Y,Y
Z,Z
A,H
B,B
C,I
D,D
E,E
F,F
G,G
H,A
I,J
J,J
K,R
L,S
M,A
N,G
O,C
P,J
Q,Q
R,R
S,S
T,C
U,U
V,U
W,G
X,A
Y,V
Z,Z
