Rotulo_Real,Classe_Predita
A,P
A,W
A,H
A,W
A,G
B,R
B,R
B,G
B,S
B,R
C,L
C,Z
C,M
C,K
C,K
D,G
D,J
D,Z
D,D
D,G
E,Z
E,F
E,F
E,P
E,P
F,E
F,N
F,K
F,E
F,E
G,G
G,W
G,W
G,W
G,F
H,W
H,W
H,M
H,H
H,A
I,T
I,J
I,Y
I,I
I,T
J,A
J,J
J,K
J,A
J,J
K,M
K,F
K,M
K,F
K,H
L,M
L,E
L,G
L,I
L,I
M,J
M,K
M,W
M,K
M,J
N,K
N,H
N,N
N,N
N,N
O,Q
O,M
O,G
O,G
O,N
P,P
P,K
P,P
P,R
P,P
Q,W
Q,S
Q,N
Q,N
Q,Q
R,P
R,F
R,E
R,P
R,A
S,Y
S,N
S,S
S,S
S,Q
T,E
T,K
T,N
T,T
T,K
U,W
U,U
U,M
U,L
U,Q
V,D
V,L
V,V
V,H
V,U
W,J
W,G
W,K
W,B
W,R
X,N
X,Y
X,S
X,A
X,P
Y,T
Y,L
Y,Y
Y,P
Y,P
Z,A
Z,E
Z,Y
Z,J
Z,Y
