Rotulo_Real,Classe_Predita
A,J
B,B
C,C
D,O
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,B
B,B
C,C
D,R
E,R
F,F
G,G
H,M
I,E
J,J
K,K
L,W
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,D
E,E
F,F
G,E
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,B
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,S
O,G
P,P
Q,J
R,R
S,S
T,T
U,U
V,Y
W,W
X,R
Y,L
Z,Z
A,Q
B,B
C,Z
D,D
E,E
F,F
G,G
H,N
I,I
J,J
K,K
L,B
M,J
N,N
O,D
P,F
Q,Q
R,R
S,S
T,T
U,U
V,H
W,J
X,X
Y,V
Z,Z
