Rotulo_Real,Classe_Predita
A,A
B,B
C,L
D,D
E,E
F,K
G,G
H,H
I,J
J,J
K,L
L,I
M,M
N,N
O,O
P,P
Q,L
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,Q
E,R
F,E
G,G
H,M
I,J
J,R
K,K
L,I
M,M
N,M
O,R
P,R
Q,Q
R,R
S,E
T,T
U,V
V,V
W,W
X,K
Y,Z
Z,R
A,A
B,B
C,L
D,D
E,E
F,E
G,E
H,K
I,I
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,G
R,B
S,G
T,T
U,U
V,U
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,R
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,H
X,K
Y,L
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,P
G,E
H,W
I,L
J,R
K,K
L,I
M,M
N,N
O,O
P,P
Q,R
R,R
S,S
T,T
U,L
V,U
W,R
X,R
Y,J
Z,D
