Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,G
A,G
B,B
B,Z
B,M
B,G
B,D
C,X
C,Z
C,W
C,Z
C,Z
D,D
D,T
D,O
D,D
D,K
E,R
E,F
E,C
E,P
E,F
F,R
F,F
F,F
F,L
F,F
G,G
G,W
G,G
G,W
G,G
H,G
H,M
H,Q
H,H
H,W
I,V
I,Z
I,N
I,L
I,L
J,Z
J,O
J,X
J,Z
J,Z
K,F
K,W
K,M
K,L
K,K
L,I
L,O
L,I
L,W
L,I
M,S
M,R
M,M
M,W
M,V
N,G
N,W
N,M
N,M
N,N
O,G
O,H
O,G
O,M
O,G
P,F
P,Z
P,P
P,R
P,P
Q,W
Q,G
Q,V
Q,G
Q,Q
R,R
R,R
R,R
R,R
R,R
S,S
S,L
S,S
S,S
S,S
T,F
T,W
T,K
T,F
T,F
U,U
U,Z
U,Q
U,Q
U,Q
V,V
V,D
V,D
V,D
V,S
W,K
W,K
W,K
W,B
W,Q
X,X
X,N
X,N
X,Z
X,H
Y,Y
Y,F
Y,P
Y,P
Y,Y
Z,Z
Z,Z
Z,X
Z,B
Z,Z
