Rotulo_Real,Classe_Predita
A,W
A,W
A,G
A,G
A,R
B,R
B,S
B,N
B,S
B,P
C,L
C,Z
C,W
C,Z
C,Z
D,O
D,T
D,O
D,P
D,W
E,Z
E,A
E,F
E,W
E,Z
F,R
F,F
F,A
F,C
F,Y
G,G
G,J
G,W
G,W
G,G
H,W
H,W
H,W
H,W
H,W
I,T
I,Z
I,Y
I,G
I,Y
J,J
J,J
J,J
J,J
J,J
K,K
K,K
K,E
K,K
K,A
L,L
L,E
L,E
L,E
L,J
M,B
M,R
M,R
M,B
M,T
N,G
N,D
N,M
N,H
N,L
O,C
O,D
O,G
O,J
O,F
P,X
P,X
P,Z
P,K
P,P
Q,Q
Q,G
Q,Q
Q,Q
Q,Q
R,R
R,R
R,F
R,B
R,H
S,S
S,H
S,E
S,S
S,S
T,S
T,B
T,S
T,K
T,S
U,D
U,U
U,W
U,U
U,D
V,L
V,D
V,H
V,F
V,F
W,D
W,Q
W,E
W,W
W,J
X,W
X,K
X,N
X,A
X,H
Y,C
Y,U
Y,Y
Y,P
Y,P
Z,Z
Z,Z
Z,B
Z,Z
Z,S
