Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,D
E,E
F,F
G,Q
H,N
I,J
J,Z
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,Q
T,T
U,Q
V,V
W,W
X,R
Y,Y
Z,A
A,A
B,B
C,C
D,D
E,F
F,F
G,E
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,B
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,E
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,B
N,S
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,A
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,O
E,E
F,F
G,G
H,N
I,I
J,J
K,K
L,Z
M,M
N,N
O,D
P,P
Q,Q
R,A
S,S
T,T
U,W
V,L
W,I
X,A
Y,Y
Z,Z
