Rotulo_Real,Classe_Predita
A,A
B,B
C,D
D,D
E,F
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,F
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,R
B,R
C,C
D,D
E,R
F,F
G,G
H,H
I,A
J,J
K,R
L,L
M,M
N,N
O,Q
P,R
Q,Q
R,R
S,S
T,F
U,V
V,V
W,W
X,K
Y,Z
Z,X
A,A
B,B
C,C
D,D
E,E
F,F
G,C
H,H
I,I
J,I
K,X
L,L
M,M
N,N
O,O
P,D
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,J
E,E
F,F
G,G
H,H
I,I
J,J
K,R
L,L
M,B
N,R
O,O
P,R
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,R
L,W
M,M
N,G
O,D
P,R
Q,Q
R,R
S,S
T,C
U,W
V,B
W,M
X,R
Y,X
Z,Z
