Rotulo_Real,Classe_Predita
A,A
B,Z
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,C
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,B
B,R
C,C
D,R
E,E
F,F
G,G
H,M
I,J
J,J
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,A
T,T
U,U
V,V
W,W
X,K
Y,P
Z,Z
A,A
B,B
C,C
D,H
E,E
F,R
G,B
H,H
I,I
J,J
K,K
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,G
C,Q
D,J
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,X
M,M
N,R
O,R
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,H
X,X
Y,Y
Z,Z
A,B
B,B
C,Z
D,O
E,E
F,F
G,G
H,N
I,I
J,J
K,A
L,S
M,J
N,Q
O,G
P,P
Q,Q
R,F
S,S
T,T
U,U
V,U
W,K
X,A
Y,P
Z,Z
