Rotulo_Real,Classe_Predita
A,A
B,B
C,D
D,D
E,L
F,E
G,G
H,H
I,J
J,J
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,Z
F,T
G,G
H,M
I,Z
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,G
T,T
U,V
V,V
W,W
X,K
Y,K
Z,Z
A,A
B,B
C,C
D,D
E,B
F,X
G,C
H,H
I,I
J,J
K,B
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,K
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,L
F,J
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,O
E,L
F,G
G,G
H,A
I,J
J,J
K,R
L,S
M,M
N,Q
O,O
P,A
Q,Q
R,R
S,S
T,T
U,D
V,U
W,M
X,A
Y,Y
Z,Z
