Rotulo_Real,Classe_Predita
A,A
B,B
C,S
D,D
E,E
F,F
G,G
H,H
I,I
J,A
K,C
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,P
E,R
F,F
G,Q
H,N
I,R
J,I
K,K
L,K
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,P
V,V
W,W
X,R
Y,Z
Z,Z
A,A
B,R
C,E
D,D
E,E
F,F
G,G
H,H
I,T
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,G
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,V
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,R
C,Z
D,D
E,E
F,F
G,G
H,Q
I,I
J,A
K,R
L,L
M,M
N,N
O,D
P,D
Q,Q
R,R
S,S
T,S
U,D
V,D
W,M
X,A
Y,X
Z,Z
