Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,S
E,E
F,F
G,G
H,H
I,Y
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,M
B,J
C,C
D,O
E,K
F,F
G,N
H,H
I,F
J,J
K,K
L,K
M,M
N,N
O,Q
P,P
Q,Q
R,P
S,S
T,Z
U,U
V,M
W,W
X,K
Y,K
Z,Z
A,A
B,B
C,C
D,D
E,D
F,F
G,G
H,M
I,I
J,E
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,I
U,U
V,M
W,W
X,M
Y,V
Z,Z
A,A
B,B
C,C
D,V
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,X
O,G
P,P
Q,Q
R,P
S,S
T,T
U,U
V,Y
W,V
X,X
Y,Y
Z,Z
A,A
B,S
C,Z
D,O
E,E
F,F
G,G
H,X
I,I
J,J
K,A
L,S
M,M
N,N
O,D
P,P
Q,Q
R,F
S,S
T,T
U,W
V,U
W,X
X,A
Y,Y
Z,M
