Rotulo_Real,Classe_Predita
A,A
B,J
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,T
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,I
V,V
W,W
X,X
Y,T
Z,Z
A,R
B,B
C,C
D,R
E,F
F,F
G,R
H,B
I,F
J,J
K,B
L,L
M,M
N,N
O,R
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,M
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,L
G,G
H,B
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,W
X,X
Y,V
Z,Z
A,A
B,G
C,C
D,V
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,T
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,A
G,G
H,N
I,I
J,J
K,R
L,L
M,M
N,Q
O,D
P,R
Q,Q
R,R
S,S
T,T
U,Q
V,V
W,M
X,X
Y,I
Z,Z
